"site","AgencyCd","SiteName","DecLatVa","DecLongVa","AltVa","AltUnitsNm","WellDepth","WellDepthUnitsNm","NatAquiferCd","NatAqfrDesc","StateCd","StateNm","CountyCd","CountyNm","LocalAquiferCd","LocalAquiferName","SiteType","AquiferType","link"
"K21R7","NCDWR","Bear Grass School",35.7686,-77.129022,55.698,"Feet",435,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",117,"Martin County","Kucf","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/k21r7084030lev.txt"
"K26M1","NCDWR","Old Sparta",35.790983,-77.547998,27.796,"Feet",160,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",65,"Edgecombe County","Kucf","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/k26m1084032lev.txt"
"K26M2","NCDWR","Old Sparta",35.790983,-77.547998,27.666,"Feet",100,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",65,"Edgecombe County","","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/k26m2084034lev.txt"
"K26M3","NCDWR","Old Sparta",35.790983,-77.547998,27.806,"Feet",25,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",65,"Edgecombe County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/k26m3084036lev.txt"
"K2E2","NCDWR","Bodie Island",35.823721,-75.569477,2.18,"Feet",214,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",55,"Dare County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/k2e2084038lev.txt"
"K2E3","NCDWR","Bodie Island",35.823721,-75.569477,2.387,"Feet",190,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",55,"Dare County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/k2e3084040lev.txt"
"K2E4","NCDWR","Bodie Island",35.823721,-75.569477,2.7,"Feet",134,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",55,"Dare County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/k2e4084042lev.txt"
"K2E7","NCDWR","Bodie Island",35.823721,-75.569477,2.53,"Feet",10,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",55,"Dare County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/k2e7084044lev.txt"
"L10A2","NCDWR","Gum Neck",35.739773,-76.180591,2.143,"Feet",85,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",177,"Tyrrell County","","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/l10a2084045lev.txt"
"L10A3","NCDWR","Gum Neck",35.739773,-76.180591,2.223,"Feet",701,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",177,"Tyrrell County","","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/l10a3084047lev.txt"
"L10A5","NCDWR","Gum Neck",35.739773,-76.180591,2.253,"Feet",920,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",177,"Tyrrell County","","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/l10a5084049lev.txt"
"L13I1","NCDWR","Lake Phelps",35.730718,-76.43438,14.776,"Feet",510,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",187,"Washington County","","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/l13i1084051lev.txt"
"L13I2","NCDWR","Lake Phelps",35.730718,-76.43438,15.506,"Feet",130,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",187,"Washington County","","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/l13i2084053lev.txt"
"L13I3","NCDWR","Lake Phelps",35.730718,-76.43438,14.906,"Feet",224,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",187,"Washington County","","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/l13i3084056lev.txt"
"L13I4","NCDWR","Lake Phelps",35.730718,-76.43438,14.956,"Feet",14,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",187,"Washington County","","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/l13i4084057lev.txt"
"L13I5","NCDWR","Lake Phelps",35.730718,-76.43438,14.996,"Feet",580,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",187,"Washington County","","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/l13i5084100lev.txt"
"L15T1","NCDWR","D Canal Road",35.68587,-76.5971,10.12,"Feet",110,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",95,"Hyde County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/l15t1084101lev.txt"
"L15T2","NCDWR","D Canal Road",35.68587,-76.5971,9.14,"Feet",590,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",95,"Hyde County","Tb","Beaufort","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/l15t2084103lev.txt"
"L15T3","NCDWR","D Canal Road",35.68587,-76.5971,9.01,"Feet",28,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",95,"Hyde County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/l15t3084104lev.txt"
"L15T4","NCDWR","D Canal Road",35.68587,-76.5971,8.72,"Feet",360,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",95,"Hyde County","Tch","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/l15t4084106lev.txt"
"L15T5","NCDWR","D Canal Road",35.68587,-76.5971,8.36,"Feet",295,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",95,"Hyde County","Tch","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/l15t5084107lev.txt"
"L24B2","NCDWR","North Pitt High School",35.74958,-77.36498,53.725,"Feet",108,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",147,"Pitt County","","Black Creek, Upper","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/l24b2084109lev.txt"
"L24B3","NCDWR","North Pitt High School",35.74958,-77.36498,54.215,"Feet",560,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",147,"Pitt County","","Lower Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/l24b3084111lev.txt"
"L24B4","NCDWR","North Pitt High School",35.74958,-77.36498,54.215,"Feet",370,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",147,"Pitt County","","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/l24b4084112lev.txt"
"L24B5","NCDWR","North Pitt High School",35.74958,-77.36498,54.315,"Feet",390,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",147,"Pitt County","","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/l24b5084114lev.txt"
"L24B6","NCDWR","North Pitt High School",35.74958,-77.36498,54.485,"Feet",213,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",147,"Pitt County","","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/l24b6084115lev.txt"
"L24B7","NCDWR","North Pitt High School",35.74958,-77.36498,54.745,"Feet",22,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",147,"Pitt County","","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/l24b7084117lev.txt"
"L25P1","NCDWR","Falkland",35.694659,-77.49045,18.096,"Feet",454,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",147,"Pitt County","Klcf","Lower Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/l25p1084119lev.txt"
"L25P2","NCDWR","Falkland",35.694659,-77.49045,18.196,"Feet",198,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",147,"Pitt County","Kucf","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/l25p2084121lev.txt"
"L25P3","NCDWR","Falkland",35.694659,-77.49045,17.946,"Feet",88,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",147,"Pitt County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/l25p3084123lev.txt"
"L25P4","NCDWR","Falkland",35.694659,-77.49045,18.116,"Feet",52,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",147,"Pitt County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/l25p4084125lev.txt"
"L25P5","NCDWR","Falkland",35.694659,-77.49045,18.536,"Feet",11,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",147,"Pitt County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/l25p5084127lev.txt"
"L67U2","NCDWR","Troutman",35.672084,-80.92762,817.5,"Feet",354,"Feet","N400PDMBRX","Piedmont and Blue Ridge crystalline-rock aquifers",37,"North Carolina",97,"Iredell County","","Bedrock","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/l67u2084129lev.txt"
"L6Y2","NCDWR","Stumpy Point",35.674282,-75.905311,4.682,"Feet",300,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",55,"Dare County","","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/l6y2084132lev.txt"
"L6Y3","NCDWR","Stumpy Point",35.674282,-75.905311,4.402,"Feet",145,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",55,"Dare County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/l6y3084133lev.txt"
"L6Y4","NCDWR","Stumpy Point",35.674282,-75.905311,4.352,"Feet",24,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",55,"Dare County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/l6y4084135lev.txt"
"L76G2","NCDWR","Glen Alpine",35.717353,-81.725511,1036.55,"Feet",232,"Feet","N400PDMBRX","Piedmont and Blue Ridge crystalline-rock aquifers",37,"North Carolina",23,"Burke County","Br","Basement rock","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/l76g2084136lev.txt"
"M12L1","NCDWR","New Lake",35.622783,-76.354005,9.677,"Feet",550,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",95,"Hyde County","Tch","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/m12l1084138lev.txt"
"M12L2","NCDWR","New Lake",35.622783,-76.354005,9.117,"Feet",14,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",95,"Hyde County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/m12l2084140lev.txt"
"M12L3","NCDWR","New Lake",35.622783,-76.354005,9.577,"Feet",854,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",95,"Hyde County","Tb","Beaufort","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/m12l3084141lev.txt"
"M12L4","NCDWR","New Lake",35.622783,-76.354005,9.837,"Feet",680,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",95,"Hyde County","Tch","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/m12l4084143lev.txt"
"M12L5","NCDWR","New Lake",35.622783,-76.354005,9.547,"Feet",111,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",95,"Hyde County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/m12l5084145lev.txt"
"M12L6","NCDWR","New Lake",35.622783,-76.354005,9.677,"Feet",213,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",95,"Hyde County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/m12l6084147lev.txt"
"M12L8","NCDWR","New Lake",35.622783,-76.354005,9.387,"Feet",550,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",95,"Hyde County","Tch","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/m12l8084149lev.txt"
"M21K2","NCDWR","Washington",35.629622,-77.088938,36.186,"Feet",82,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",13,"Beaufort County","Tch","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/m21k2084150lev.txt"
"M24L1","NCDWR","River Park North",35.626957,-77.359692,13.546,"Feet",656,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",147,"Pitt County","Klcf","Lower Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/m24l1084152lev.txt"
"M25F1","NCDWR","West Research Campus",35.639564,-77.483596,81.135,"Feet",35,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",147,"Pitt County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/m25f1084154lev.txt"
"M25F2","NCDWR","West Research Campus",35.639564,-77.483596,81.205,"Feet",161,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",147,"Pitt County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/m25f2084156lev.txt"
"M25F3","NCDWR","West Research Campus",35.639564,-77.483596,80.945,"Feet",243,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",147,"Pitt County","Kucf","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/m25f3084158lev.txt"
"M25F4","NCDWR","West Research Campus",35.639564,-77.483596,81.405,"Feet",282,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",147,"Pitt County","Kucf","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/m25f4084200lev.txt"
"M25F5","NCDWR","West Research Campus",35.639564,-77.483596,81.465,"Feet",329,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",147,"Pitt County","Kucf","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/m25f5084202lev.txt"
"M25F6","NCDWR","West Research Campus",35.639564,-77.483596,81.395,"Feet",565,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",147,"Pitt County","Klcf","Lower Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/m25f6084203lev.txt"
"M27U13","NCDWR","Farmville Marlboro Rd.",35.58361,-77.59893,79.625,"Feet",329,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",147,"Pitt County","Kucf","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/m27u13084206lev.txt"
"M27U14","NCDWR","Farmville Marlboro Rd.",35.58361,-77.59893,79.745,"Feet",245,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",147,"Pitt County","Kucf","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/m27u14084207lev.txt"
"M27U15","NCDWR","Farmville Marlboro Rd.",35.58361,-77.59893,79.935,"Feet",145,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",147,"Pitt County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/m27u15084209lev.txt"
"M27U16","NCDWR","Farmville Marlboro Rd.",35.58361,-77.59893,80.155,"Feet",55,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",147,"Pitt County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/m27u16084211lev.txt"
"M27U17","NCDWR","Farmville Marlboro Rd.",35.58361,-77.59893,80.365,"Feet",30,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",147,"Pitt County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/m27u17084212lev.txt"
"M27U7","NCDWR","Farmville",35.595546,-77.594579,84.367,"Feet",60,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",147,"Pitt County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/m27u7084214lev.txt"
"M27U8","NCDWR","Farmville",35.595546,-77.594579,84.027,"Feet",100,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",147,"Pitt County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/m27u8084216lev.txt"
"M30L1","NCDWR","Stantonsburg",35.63192,-77.850227,93.232,"Feet",28,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",195,"Wilson County","","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/m30l1084217lev.txt"
"M30L2","NCDWR","Stantonsburg",35.63192,-77.850227,93.122,"Feet",60,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",195,"Wilson County","","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/m30l2084219lev.txt"
"M30L3","NCDWR","Stantonsburg",35.63192,-77.850227,92.892,"Feet",115,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",195,"Wilson County","","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/m30l3084220lev.txt"
"M30L4","NCDWR","Stantonsburg",35.63192,-77.850227,92.632,"Feet",85,"Feet","N300LCRTCS","Lower Cretaceous aquifers",37,"North Carolina",195,"Wilson County","","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/m30l4084222lev.txt"
